Comments,Negative,Cleaning Ability,Usability,Battery or Charge,Reliability,Noise
 I have replaced three batteries and they have all died within 3 to 4 months. I have wrote to manufacture no response. Now the vacuum will not work properly I have had less than a year.,1,0,0,0,1,0
" But the batteries are horrible, they eventually die outright and can’t be recharged. The “carpet” mode is busted and straight up turns the vacuum off when pressed. Just poorly made. Very cheap and the warranty doesn’t last long enough to replace any of it.",1,0,0,0,1,0
"3 months ago. Last week I go to use it, battery defective. Glad I spent $160 on a vacuum only to find out a replacement battery is just as much. Save your receipt, because you'll either be returning this or using it for warranty.",1,0,0,0,1,0
"About 5 months after purchasing, the battery  died.  I did purchase a replacement.  It’s now in month 11 and the motor burnt up.  Yes BURNT  with terrible smelling plastic. ",1,0,0,0,1,0
But the batteries are crap. Hoover is making more money off selling $79 replacement batteries than the machine itself,1,0,0,0,1,0
then batteries became defective within a few months,1,0,0,0,1,0
Bearing gets hot and melted the housing!! On four of them I’ve purchased. I love the performance but it has a fatal flaw. The roller brush bearing gets hot and MELTS the PLASTIC housing,1,0,0,0,1,0
But Low Reliability and Support,1,0,0,0,1,0
until the connection point between the extension wand and head of vac cracks and ultimately snaps off completely! So disappointed. $400+ vacuum should last more than two uses.,1,0,0,0,1,0
Brush head already peeling off,1,0,0,0,1,0
" Second time using this brush (supposed to be for carpet), and a soft piece that protects the brush plastic from scraping the floor has peeled off.",1,0,0,0,1,0
This one stopped charging and would die within 5 min and then just stopped working. I sent in the vacuum it was sent back to me and worked for two week and then stopped working again,1,0,0,0,1,0
"We used vacuum 2-3 times a week during 3 month, and it was great!! But week after went to crazy, battery works up to 1 min and turbo going by itself . So it’s not returnable now with 10 years warranty which not works",1,0,0,0,1,0
"This vacuum did not work from the moment it came out of the box, I made the mistake of calling LG instead of returning and while waiting for LG to get back to me I lost my return time.",1,0,0,0,1,0
"I purchased this vacuum in September and it gave out in early fab barely lasted 5 ounce one of the batteries died had to send back to the repair for LG warranty which made me further file the process about three different times and still out for up here and now I am down in June for months out without a vacuum, I purchased this vacuum in September and it gave out in early fab barely lasted 5 ounce one of the batteries died had to send back to the repair for LG warranty which made me further file the process about three different times and still out for up here and now I am down in June for months out without a vacuum",1,0,0,0,1,0
worked fine for the first few days then it started to loose suction in picking up stuff. am looking at returning it.,1,0,0,0,1,0
The Customer service is non- existent. I loved this vacuum. Until the powerhead broke. Called the customer service since there is a one year warranty on it. Turns out they will replace the part free of charge only if you go to a physical store/dealer and process your request through them.,1,0,0,0,1,0
"Stopped working after 3 months!. So disappointed! I received this on Nov. 9th. I have been vacuuming almost daily since then because I have 2 toddlers. At first, it was great but now, 3 months after purchase and 2 weeks after the close of the return window, it has stopped working",1,0,0,0,1,0
We liked ours (purchased online from mieleusa) until the electrobrush stopped working 15 months after purchase,1,0,0,0,1,0
Stopped working after 5 months. I enjoyed my vacuum until it just stopped turning on one day. Samsung wants me to pack it up and ship it off to them to be serviced,1,0,0,0,1,0
"STOPPED CHARGING AFTER TWO MONTHS. I am completely disappointed with this Samsung vacuum. After two months of light use, it stopped charging.",1,0,0,0,1,0
"Broke in just over 2  months. turbo action brush  dis-assembled in less then 2 months, Samsung would not honour under warranty",1,0,0,0,1,0
"after 5 months the rubber ""tire"" on the rear wheel on the bottom of the vacuum ripped in half after 5 months and while it is under warranty 1) it never should have ripped after regular daily use in that short of a time frame and 2) I now have to mail my entire vacuum into a service center to be repaired.",1,0,0,0,1,0
"However, the extension pipe arrived with a dent mark. Another worst thing, the main unit was not sucking up any of the dirt!... The power mode did not work at all. The speed of the vacuum was the same, even when trying to switch it to turbo mode.  As soon as I lift the vacuum up, all the debris fell back on the carpet",1,0,0,0,1,0
The floor mop attachment was broken when it arrived,1,0,0,0,1,0
"I was excited to try this out - all in one, good brand. unfortunately it was dead on arrival. It has, and has never had, any suction",1,0,0,0,1,0
"I bought this LG and it went out on me in about 5 months. Was only using it on low cut carpet, now it won't pick up a crumb",1,0,0,0,1,0
The first cordzero I admit did have a slight malfunction so back to went to the store for exchange since it would not empty the vacuum,1,0,0,0,1,0
The base had a crack in it when the product arrived and it is something that I did not expect from a 1000 dollar product,1,0,0,0,1,0
it scratched my brand new hardwood floors,1,0,0,0,1,0
This vaccum can not be your primary vaccum.  It is only good for light weight touch up work.,1,1,0,0,0,0
Suction: It picks up so much less than a regular upright vacuum.,1,1,0,0,0,0
" this vacuum just doesn’t come close to being powerful enough,",1,1,0,0,0,0
"Laundry list of fails, suction, weight/balance, ability to clean",1,1,0,0,0,0
"but no use as the suction is not just bad, it’s virtually no use except for light dog hair, not much else.",1,1,0,0,0,0
 The suction power isn’t great either.,1,1,0,0,0,0
"very disappointing. This vacuum has been disappointing. I was really hoping for better performance, especially considering the price of it. You would expect a certain level or performance and power, but it just doesn't have it.",1,1,0,0,0,0
 It is useless on hardwood floors for sucking up dog hair.,1,1,0,0,0,0
Only really good on bare floors and even then takes multiple passes to pick up all dog hair. - Not good for carpets or rugs.,1,1,0,0,0,0
"You would expect a certain level or performance and power, but it just doesn't have it.",1,1,0,0,0,0
that this thing doesn't do edge cleaning AT ALL.,1,1,0,0,0,0
 I have never owned a vacuum that was THIS bad at edge cleaning,1,1,0,0,0,0
"Due to the shape and design of the end of the pole it just doesn't pick up well,",1,1,0,0,0,0
"So, this means you have to grab an attachment and switch it around and then go vacuum up all the stuff that the vacuum left behind",1,1,0,0,0,0
 It is like the roller doesn't have enough power to combat you or keep up with you as you push and pull when using it,1,1,0,0,0,0
it won't clean around the edges of anything whatsoeve,1,1,0,0,0,0
 it doesn't have enough suction to pull sand out of the carpeting in a car.,1,1,0,0,0,0
that there was a lot that the vacuum just wouldn't pick up.,1,1,0,0,0,0
And I agree with the other poor reviews that it does NOT pick up dog hair or other dirt very well at all.,1,1,0,0,0,0
It works marginally better on carpet but still way too many passes needed to pick up simple things.,1,1,0,0,0,0
and it is not very powerful.,1,1,0,0,0,0
 it’s not powerful or effective enough to replace my stand up vacuum,1,1,0,0,0,0
But it’s not enough to keep carpets and rugs clean.,1,1,0,0,0,0
"Even at high speed, it won't pick up the freshening powder I sprinkle on the living room area rug which is a super low pile too. ",1,1,0,0,0,0
"It would be great for a quick pick up or touch up but for every day use, not very good.",1,1,0,0,0,0
" It doesn’t pick up much on carpet, so I had to haul out the big vacuum for rugs.",1,1,0,0,0,0
The IconPet Edge leaves cat hair on hardwood & tile floors after several attempts,1,1,0,0,0,0
It's only used for quick cleanups,1,1,0,0,0,0
Good for picking up dirt and hair but not for anything bigger than dirt.  It will either push it around or spit it out behind,1,1,0,0,0,0
"This vacuum literally just rolls over crumbs and dog hair and everything else, picking nothing up.",1,1,0,0,0,0
suction on carpet is not good. this vacuum maybe good for an apartment but not for a full sized house.,1,1,0,0,0,0
And the suction isn’t great either,1,1,0,0,0,0
Suction-less Vacuum,1,1,0,0,0,0
"However, the suction is less than poor. It does not pick up in corners and the bright light highlights all the pet hair that you have to roll over countless times to pick up.",1,1,0,0,0,0
"The next disappointment is the suction power.  I find that it picks up some things, usually heavier debris, but fails at collecting all the fine particulates",1,1,0,0,0,0
it also shows you how much the vacuum didn't suck up,1,1,0,0,0,0
" In reality I didn't find that to be true, it mostly does NOT suck things up at the edges",1,1,0,0,0,0
Mainly it did not have any suction power and,1,1,0,0,0,0
"ave all hardwood floors in my house and did not “run the vacuum into the dirt”, but has already failed.",1,1,0,0,0,0
No good on hardwood. Leaves dirt behind on hard surfaces,1,1,0,0,0,0
 not so much for detail cleaning,1,1,0,0,0,0
"Not great on pet hair at all. Not impressed,  had to go over three four times",1,1,0,0,0,0
 picks up dirt great but,1,1,0,0,0,0
 The suction is not as good as I expected,1,1,0,0,0,0
Suction is not great.,1,1,0,0,0,0
except I have to vacuum my living room 2-3 times.,1,1,0,0,0,0
terrible for picking up pet hair!,1,1,0,0,0,0
I didn't think the suction was very good,1,1,0,0,0,0
The suction power is VERY weak,1,1,0,0,0,0
 They call this a pet vacuum but it doesn’t have enough suction power to clean up dog hair on a tile floor,1,1,0,0,0,0
